text,label
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} {action} {target}. ...,bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche. vai,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} kajta bhalo hoyeche. ...,not bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.?,not bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
{pronoun} idea ta darun hoyeche.?,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche. vai,not bullying
{pronoun} moto ajob manus.,bullying
{pronoun} chhobi sundor hoyeche. bro,not bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui onek sundor khelchis! ...,not bullying
Tui khub bhalo likhechis! vai,not bullying
Tui darun likhechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui darun likhechis!!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui darun khelchis! ...,not bullying
Tui darun korechis!,not bullying
Tui khub bhalo khelchis! ...,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
Tui {insult} {target}. dost,bullying
Tui {insult} {target}.,bullying
Tui onek sundor likhechis!,not bullying
{pronoun} moto ajob manus.,bullying
Tui {insult} {target}. vai,bullying
Tui darun korechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}. ...,bullying
{pronoun} moto ajob manus.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto baje manus. bro,bullying
Tui onek sundor khelchis!,not bullying
Tui darun korechis!,not bullying
Tui khub bhalo korechis!!,not bullying
{pronoun} {action} {target}. bro,bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche. bro,not bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
Tui khub bhalo likhechis! dost,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} chhobi sundor hoyeche.!,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
Tui darun khelchis!?,not bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}. ...,bullying
Tui darun korechis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto ajob manus. vai,bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor khelchis!,not bullying
Tui {insult} {target}.!,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche. dost,not bullying
Tui {insult} {target}. ...,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui darun likhechis!,not bullying
{pronoun} kajta bhalo hoyeche. bro,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche. dost,not bullying
Tui {insult} {target}.,bullying
{pronoun} moto ajob manus.,bullying
{pronoun} moto baje manus.,bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} {action} {target}. vai,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui onek sundor korechis! bro,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui onek sundor likhechis! ...,not bullying
{pronoun} moto baje manus.?,bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto loser manus. bro,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui darun khelchis! dost,not bullying
Tui onek sundor khelchis!,not bullying
Tui onek sundor korechis!?,not bullying
Tui darun khelchis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
Tui darun khelchis!,not bullying
Tui darun korechis!,not bullying
{pronoun} moto loser manus.!,bullying
Tui darun khelchis!,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui {insult} {target}.?,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor khelchis!,not bullying
Tui darun korechis!!,not bullying
Tui onek sundor korechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui darun likhechis! dost,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.!,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}. ...,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui darun korechis!,not bullying
{pronoun} moto ajob manus.,bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} {action} {target}.!,bullying
{pronoun} chhobi sundor hoyeche. vai,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui onek sundor korechis!,not bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
Tui {insult} {target}. ...,bullying
Tui darun korechis! dost,not bullying
Tui darun khelchis!,not bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo korechis! ...,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui onek sundor khelchis!,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto baje manus. vai,bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}.!,bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.?,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche. bro,not bullying
Tui {insult} {target}.,bullying
Tui khub bhalo likhechis!,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}. vai,bullying
{pronoun} moto ajob manus.?,bullying
Tui {insult} {target}. dost,bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto baje manus.?,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui darun korechis! vai,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} moto ajob manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.?,not bullying
{pronoun} moto baje manus.,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche. ...,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}. ...,bullying
Tui {insult} {target}. ...,bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}. vai,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} kajta bhalo hoyeche. vai,not bullying
Tui {insult} {target}.,bullying
Tui onek sundor korechis!,not bullying
Tui onek sundor korechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui darun khelchis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui darun likhechis!,not bullying
Tui {insult} {target}. dost,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui darun korechis!,not bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor korechis!,not bullying
Tui onek sundor korechis!,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor likhechis!,not bullying
{pronoun} moto baje manus.,bullying
Tui darun likhechis! bro,not bullying
{pronoun} moto baje manus. bro,bullying
{pronoun} moto baje manus. bro,bullying
{pronoun} kajta bhalo hoyeche. ...,not bullying
Tui darun khelchis!,not bullying
{pronoun} moto ajob manus.!,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui khub bhalo likhechis! ...,not bullying
{pronoun} idea ta darun hoyeche.?,not bullying
Tui {insult} {target}.,bullying
Tui onek sundor likhechis!,not bullying
{pronoun} kajta bhalo hoyeche. ...,not bullying
{pronoun} moto ajob manus.?,bullying
Tui onek sundor korechis! ...,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui onek sundor likhechis!,not bullying
Tui {insult} {target}.,bullying
Tui darun khelchis!,not bullying
{pronoun} kajta bhalo hoyeche.?,not bullying
{pronoun} {action} {target}. ...,bullying
{pronoun} idea ta darun hoyeche. vai,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.!,bullying
Tui {insult} {target}.,bullying
Tui darun likhechis! dost,not bullying
Tui khub bhalo khelchis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui onek sundor korechis! vai,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.?,not bullying
Tui darun korechis!!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.?,bullying
{pronoun} moto loser manus.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} moto baje manus.,bullying
Tui {insult} {target}. dost,bullying
Tui khub bhalo khelchis!?,not bullying
Tui {insult} {target}. dost,bullying
{pronoun} {action} {target}. dost,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} idea ta darun hoyeche. ...,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui onek sundor korechis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui onek sundor korechis!,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} moto ajob manus.?,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui onek sundor khelchis!?,not bullying
{pronoun} chhobi sundor hoyeche. ...,not bullying
Tui onek sundor likhechis! bro,not bullying
Tui khub bhalo likhechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui darun khelchis! ...,not bullying
Tui {insult} {target}.,bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} {action} {target}.?,bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui {insult} {target}. vai,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui onek sundor khelchis!,not bullying
Tui {insult} {target}. bro,bullying
{pronoun} {action} {target}.!,bullying
{pronoun} idea ta darun hoyeche.!,not bullying
{pronoun} moto ajob manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto baje manus. ...,bullying
{pronoun} idea ta darun hoyeche. ...,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}. dost,bullying
Tui darun korechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui khub bhalo likhechis!,not bullying
Tui {insult} {target}. dost,bullying
{pronoun} moto loser manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto baje manus.,bullying
Tui {insult} {target}. bro,bullying
{pronoun} {action} {target}.,bullying
Tui darun khelchis!,not bullying
Tui darun korechis! vai,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} moto loser manus.,bullying
Tui onek sundor korechis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui khub bhalo khelchis! dost,not bullying
{pronoun} {action} {target}.,bullying
Tui darun khelchis!?,not bullying
Tui khub bhalo khelchis!,not bullying
{pronoun} {action} {target}. vai,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}.!,bullying
Tui onek sundor korechis! ...,not bullying
Tui darun korechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} moto loser manus.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui darun korechis!!,not bullying
Tui onek sundor khelchis!,not bullying
Tui khub bhalo likhechis!,not bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo korechis! ...,not bullying
Tui onek sundor khelchis!,not bullying
{pronoun} moto loser manus.,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}. dost,bullying
Tui darun likhechis!,not bullying
Tui {insult} {target}.,bullying
Tui darun korechis!,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui {insult} {target}. dost,bullying
{pronoun} {action} {target}. bro,bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto baje manus.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto baje manus.,bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo likhechis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} moto baje manus.!,bullying
{pronoun} {action} {target}. vai,bullying
{pronoun} kajta bhalo hoyeche. bro,not bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
Tui darun khelchis!,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} moto loser manus. bro,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche. vai,not bullying
Tui {insult} {target}. bro,bullying
Tui onek sundor likhechis!?,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui onek sundor korechis!,not bullying
{pronoun} moto ajob manus.?,bullying
Tui {insult} {target}.,bullying
Tui khub bhalo likhechis!,not bullying
Tui darun khelchis! bro,not bullying
Tui onek sundor khelchis!,not bullying
{pronoun} moto baje manus.,bullying
Tui {insult} {target}. bro,bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} moto loser manus.,bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.!,bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.?,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} moto baje manus.,bullying
Tui darun likhechis!?,not bullying
{pronoun} moto loser manus.,bullying
Tui {insult} {target}. vai,bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto baje manus.,bullying
Tui onek sundor likhechis! ...,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} idea ta darun hoyeche.!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui onek sundor khelchis!,not bullying
{pronoun} {action} {target}.,bullying
Tui darun khelchis!,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo korechis!,not bullying
Tui onek sundor korechis!?,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo khelchis!,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui onek sundor korechis!,not bullying
Tui darun korechis!,not bullying
Tui {insult} {target}.,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} {action} {target}.?,bullying
Tui darun likhechis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}. dost,bullying
Tui {insult} {target}. dost,bullying
Tui {insult} {target}.!,bullying
Tui darun korechis!,not bullying
Tui {insult} {target}. bro,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} moto ajob manus.,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} idea ta darun hoyeche.?,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui onek sundor likhechis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}. vai,bullying
{pronoun} moto ajob manus.,bullying
Tui {insult} {target}.,bullying
Tui khub bhalo likhechis! dost,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto baje manus.,bullying
Tui darun korechis!,not bullying
{pronoun} kajta bhalo hoyeche. vai,not bullying
Tui darun korechis!,not bullying
Tui onek sundor korechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto ajob manus.,bullying
{pronoun} moto loser manus. ...,bullying
Tui {insult} {target}.?,bullying
Tui onek sundor likhechis!,not bullying
{pronoun} moto ajob manus.,bullying
{pronoun} moto ajob manus. dost,bullying
{pronoun} moto loser manus.,bullying
Tui khub bhalo korechis!,not bullying
Tui khub bhalo khelchis!,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto ajob manus.!,bullying
{pronoun} kajta bhalo hoyeche. bro,not bullying
Tui khub bhalo likhechis!,not bullying
Tui darun likhechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.!,bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto loser manus.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.?,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.?,not bullying
{pronoun} moto baje manus.!,bullying
Tui darun korechis!,not bullying
Tui khub bhalo korechis!,not bullying
{pronoun} idea ta darun hoyeche. bro,not bullying
{pronoun} kajta bhalo hoyeche. vai,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui onek sundor khelchis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui khub bhalo khelchis!!,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} {action} {target}. ...,bullying
{pronoun} {action} {target}.,bullying
{pronoun} kajta bhalo hoyeche. bro,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}. ...,bullying
Tui darun korechis!,not bullying
{pronoun} moto baje manus.,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}.?,bullying
Tui khub bhalo khelchis! dost,not bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto ajob manus. bro,bullying
Tui onek sundor khelchis!?,not bullying
Tui onek sundor khelchis! ...,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}. bro,bullying
Tui khub bhalo khelchis! bro,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} moto loser manus. ...,bullying
{pronoun} kajta bhalo hoyeche. vai,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} chhobi sundor hoyeche. ...,not bullying
Tui onek sundor korechis!,not bullying
Tui khub bhalo likhechis!,not bullying
Tui khub bhalo khelchis!,not bullying
Tui onek sundor likhechis!,not bullying
Tui khub bhalo likhechis!,not bullying
Tui darun likhechis! vai,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui khub bhalo korechis!,not bullying
Tui onek sundor korechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor khelchis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui onek sundor likhechis!,not bullying
Tui darun khelchis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto loser manus.,bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}. vai,bullying
{pronoun} moto ajob manus.,bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo khelchis! ...,not bullying
{pronoun} moto baje manus.?,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui darun likhechis! ...,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto ajob manus.,bullying
Tui khub bhalo khelchis!,not bullying
{pronoun} {action} {target}.!,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} moto ajob manus.,bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.?,bullying
Tui khub bhalo korechis!,not bullying
Tui darun likhechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor khelchis!,not bullying
Tui {insult} {target}. vai,bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
{pronoun} idea ta darun hoyeche.?,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} moto baje manus. ...,bullying
{pronoun} moto ajob manus.,bullying
{pronoun} moto loser manus.,bullying
{pronoun} {action} {target}.!,bullying
Tui darun khelchis!,not bullying
{pronoun} {action} {target}.,bullying
Tui darun korechis!!,not bullying
{pronoun} {action} {target}. bro,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}. dost,bullying
{pronoun} moto ajob manus.?,bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
Tui onek sundor korechis!!,not bullying
{pronoun} idea ta darun hoyeche. bro,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto ajob manus.!,bullying
Tui khub bhalo likhechis! bro,not bullying
{pronoun} {action} {target}.,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} kajta bhalo hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} {action} {target}. ...,bullying
Tui darun khelchis!,not bullying
Tui onek sundor likhechis!,not bullying
{pronoun} kajta bhalo hoyeche. bro,not bullying
{pronoun} {action} {target}. vai,bullying
Tui darun korechis!?,not bullying
{pronoun} {action} {target}. ...,bullying
Tui darun korechis!,not bullying
{pronoun} {action} {target}.,bullying
Tui {insult} {target}.!,bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui {insult} {target}.!,bullying
Tui {insult} {target}.,bullying
Tui darun korechis!,not bullying
Tui {insult} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
Tui onek sundor likhechis! bro,not bullying
Tui {insult} {target}. bro,bullying
{pronoun} {action} {target}.,bullying
Tui onek sundor khelchis!,not bullying
Tui {insult} {target}. ...,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto baje manus.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui khub bhalo korechis! dost,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
Tui onek sundor khelchis! bro,not bullying
Tui darun khelchis!,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} moto ajob manus. bro,bullying
Tui {insult} {target}. dost,bullying
Tui khub bhalo likhechis!!,not bullying
Tui onek sundor korechis!,not bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}.,bullying
Tui {insult} {target}. ...,bullying
{pronoun} moto loser manus. bro,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui darun korechis!,not bullying
Tui {insult} {target}.,bullying
Tui onek sundor korechis!?,not bullying
{pronoun} moto ajob manus.,bullying
Tui khub bhalo korechis!,not bullying
{pronoun} {action} {target}.,bullying
{pronoun} chhobi sundor hoyeche.,not bullying
{pronoun} moto loser manus.,bullying
{pronoun} {action} {target}. dost,bullying
{pronoun} moto baje manus.?,bullying
{pronoun} moto ajob manus.,bullying
Tui {insult} {target}.,bullying
Tui darun khelchis!,not bullying
{pronoun} chhobi sundor hoyeche.,not bullying
Tui {insult} {target}.,bullying
{pronoun} {action} {target}.,bullying
{pronoun} idea ta darun hoyeche. dost,not bullying
{pronoun} {action} {target}. vai,bullying
Tui {insult} {target}.,bullying
{pronoun} kajta bhalo hoyeche.,not bullying
{pronoun} {action} {target}. dost,bullying
Tui darun khelchis!,not bullying
Tui onek sundor likhechis!,not bullying
Tui darun korechis! bro,not bullying
Tui {insult} {target}.,bullying
{pronoun} idea ta darun hoyeche.,not bullying
Tui khub bhalo khelchis!,not bullying
